OrderDate,RequiredDate,ShippedDate,OrderFreight,OrderShipName,OrderShipAddress,OrderShipCity,OrderShipRegion,OrderShipPostalCode,OrderShipCountry,OrderUnitPrice,OrderQuantity,OrderDiscount,shippercompanyname,ShipperPhone,ProductName,QuantityPerUnitOfProduct,UnitPriceOfProduct,UnitsInStockOfProduct,UnitsOnOrderOfProduct,ProductReorderLevel,DiscontinuedProduct,SupplierCompanyName,SupplierContactName,SupplierContactTitle,SupplierAddress,SupplierCity,SupplierRegion,supplierpostalcode,SupplierCountry,SupplierPhone,SupplierPhone2,SupplierHomePage,CategoryName,CategoryDescription,CategoryPicture
1996-08-01,1996-08-29,1996-08-02,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,36.8,25,0,Speedy Express,(503) 555-9831,Ipoh Coffee,16 - 500 g tins,46,17,10,25,0,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-01,1996-08-29,1996-08-30,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,2,24,0,United Package,(503) 555-3199,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-08-02,1996-08-30,1996-08-06,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,64.8,6,0,United Package,(503) 555-3199,Sir Rodney's Marmalade,30 gift boxes,81,40,0,0,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-08-02,1996-08-30,1996-08-06,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10,40,0,United Package,(503) 555-3199,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-08-02,1996-08-30,1996-08-06,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,27.8,24,0,United Package,(503) 555-3199,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-08-05,1996-09-02,1996-08-12,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,24.8,24,0.05,Federal Shipping,(503) 555-9931,Ikura,12 - 200 ml jars,31,31,0,0,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Seafood,Seaweed and fish,""
1996-08-05,1996-09-02,1996-08-12,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10,15,0.05,Federal Shipping,(503) 555-9931,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-08-05,1996-09-02,1996-08-12,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2,20,0,Federal Shipping,(503) 555-9931,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-08-05,1996-09-02,1996-08-12,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,14.7,60,0.05,Federal Shipping,(503) 555-9931,Boston Crab Meat,24 - 4 oz tins,18.4,123,0,30,0,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,Seafood,Seaweed and fish,""
1996-08-05,1996-09-02,1996-08-12,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,14.4,33,0.05,Federal Shipping,(503) 555-9931,Lakkalikööri,500 ml,18,57,0,20,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-06,1996-09-03,1996-08-16,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,17.2,20,0,Speedy Express,(503) 555-9831,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-08-06,1996-09-03,1996-08-16,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,27.8,7,0,Speedy Express,(503) 555-9831,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-08-07,1996-09-04,1996-08-09,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,3.6,12,0.05,Speedy Express,(503) 555-9831,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-07,1996-09-04,1996-08-09,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,44,6,0.05,Speedy Express,(503) 555-9831,Raclette Courdavault,5 kg pkg.,55,79,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-08-08,1996-08-22,1996-08-14,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,24.8,15,0,Federal Shipping,(503) 555-9931,Ikura,12 - 200 ml jars,31,31,0,0,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Seafood,Seaweed and fish,""
1996-08-08,1996-08-22,1996-08-14,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,4.8,10,0,Federal Shipping,(503) 555-9931,Konbu,2 kg box,6,24,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Seafood,Seaweed and fish,""
1996-08-09,1996-09-06,1996-08-13,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,36.4,20,0,Federal Shipping,(503) 555-9931,Rössle Sauerkraut,25 - 825 g cans,45.6,26,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Produce,Dried fruit and bean curd,""
1996-08-09,1996-09-06,1996-08-13,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,39.4,12,0,Federal Shipping,(503) 555-9931,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1996-08-12,1996-09-09,1996-08-16,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,15.5,16,0,United Package,(503) 555-3199,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-12,1996-09-09,1996-08-16,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,44,15,0,United Package,(503) 555-3199,Raclette Courdavault,5 kg pkg.,55,79,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-08-12,1996-09-09,1996-08-16,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,35.1,8,0,United Package,(503) 555-3199,Vegie-spread,15 - 625 g jars,43.9,24,0,5,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-12,1996-09-09,1996-08-16,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,12,25,0,United Package,(503) 555-3199,Röd Kaviar,24 - 150 g jars,15,101,0,5,0,Svensk Sjöföda AB,Michael Björn,Sales Representative,Brovallavägen 231,Stockholm,,S-123 45,Sweden,08-123 45 67,,,Seafood,Seaweed and fish,""
1996-08-13,1996-09-10,1996-08-16,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,31.2,15,0.25,United Package,(503) 555-3199,Alice Mutton,20 - 1 kg tins,39,0,0,0,1,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Meat/Poultry,Prepared meats,""
1996-08-14,1996-09-11,1996-09-12,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,3.6,12,0,Speedy Express,(503) 555-9831,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-14,1996-09-11,1996-09-12,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,19.2,20,0,Speedy Express,(503) 555-9831,Pâté chinois,24 boxes x 2 pies,24,115,0,20,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1996-08-14,1996-09-11,1996-09-12,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,6.2,30,0,Speedy Express,(503) 555-9831,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,125,0,25,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-14,1996-08-28,1996-08-21,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,7.3,1,0,Speedy Express,(503) 555-9831,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-08-14,1996-08-28,1996-08-21,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,3.6,6,0,Speedy Express,(503) 555-9831,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-14,1996-08-28,1996-08-21,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,14.4,4,0,Speedy Express,(503) 555-9831,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-15,1996-09-12,1996-08-21,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,20.7,6,0,Speedy Express,(503) 555-9831,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,10,0,15,0,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets,Frahmredder 112a,Cuxhaven,,27478,Germany,(04721) 8713,(04721) 8714,,Seafood,Seaweed and fish,""
1996-08-15,1996-09-12,1996-08-21,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,15.6,2,0,Speedy Express,(503) 555-9831,Ravioli Angelo,24 - 250 g pkgs.,19.5,36,0,20,0,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1996-08-16,1996-09-13,1996-08-23,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,12.4,20,0,Federal Shipping,(503) 555-9931,Genen Shouyu,24 - 250 ml bottles,13,39,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-16,1996-09-13,1996-08-23,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,7.3,18,0,Federal Shipping,(503) 555-9931,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-08-16,1996-09-13,1996-08-23,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,27.2,35,0,Federal Shipping,(503) 555-9931,Camembert Pierrot,15 - 300 g rounds,34,19,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-08-16,1996-09-13,1996-08-23,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,27.8,3,0,Federal Shipping,(503) 555-9931,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-08-19,1996-09-16,1996-08-27,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,35.1,15,0.25,Speedy Express,(503) 555-9831,Schoggi Schokolade,100 - 100 g pieces,43.9,49,0,30,0,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,Confections,"Desserts, candies, and sweet breads",""
1996-08-19,1996-09-16,1996-08-27,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,15.5,21,0,Speedy Express,(503) 555-9831,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-19,1996-09-16,1996-08-27,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,27.2,20,0.25,Speedy Express,(503) 555-9831,Camembert Pierrot,15 - 300 g rounds,34,19,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-08-19,1996-09-16,1996-08-27,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,11.2,5,0.25,Speedy Express,(503) 555-9831,Laughing Lumberjack Lager,24 - 12 oz bottles,14,52,0,10,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-20,1996-09-17,1996-08-26,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,14.4,45,0.2,United Package,(503) 555-3199,Chai,10 boxes x 30 bags,18,39,0,10,1,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-20,1996-09-17,1996-08-26,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,14.7,40,0.2,United Package,(503) 555-3199,Boston Crab Meat,24 - 4 oz tins,18.4,123,0,30,0,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,Seafood,Seaweed and fish,""
1996-08-20,1996-09-17,1996-08-26,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,26.2,36,0.2,United Package,(503) 555-3199,Perth Pasties,48 pieces,32.8,0,0,0,1,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Meat/Poultry,Prepared meats,""
1996-08-21,1996-09-18,1996-08-30,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,14.4,100,0,Federal Shipping,(503) 555-9931,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-21,1996-09-18,1996-08-30,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,39.4,40,0,Federal Shipping,(503) 555-9931,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1996-08-22,1996-09-19,1996-08-28,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,13.9,40,0.15,Federal Shipping,(503) 555-9931,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1996-08-22,1996-09-19,1996-08-28,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,11.2,20,0,Federal Shipping,(503) 555-9931,Sasquatch Ale,24 - 12 oz bottles,14,111,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-08-22,1996-09-19,1996-08-28,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,9.6,15,0.15,Federal Shipping,(503) 555-9931,Spegesild,4 - 450 g glasses,12,95,0,0,0,Lyngbysild,Niels Petersen,Sales Manager,Lyngbysild Fiskebakken 10,Lyngby,,2800,Denmark,43844108,43844115,,Seafood,Seaweed and fish,""
1996-08-23,1996-09-20,1996-09-03,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,5.9,10,0.1,Speedy Express,(503) 555-9831,Tourtière,16 pies,7.45,21,0,10,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1996-08-23,1996-09-20,1996-09-03,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,10,3,0.1,Speedy Express,(503) 555-9831,Scottish Longbreads,10 boxes x 8 pieces,12.5,6,10,15,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-08-26,1996-09-23,1996-08-28,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,8,30,0,Federal Shipping,(503) 555-9931,Aniseed Syrup,12 - 550 ml bottles,10,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-26,1996-09-23,1996-08-28,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,26.6,9,0,Federal Shipping,(503) 555-9931,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,22,80,30,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1996-08-27,1996-09-24,1996-09-03,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,17,20,0,Speedy Express,(503) 555-9831,Chef Anton's Gumbo Mix,36 boxes,21.35,0,0,0,1,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,,#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-27,1996-09-24,1996-09-03,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,99,15,0,Speedy Express,(503) 555-9831,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,0,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Meat/Poultry,Prepared meats,""
1996-08-27,1996-09-24,1996-09-03,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,16,15,0,Speedy Express,(503) 555-9831,Maxilaku,24 - 50 g pkgs.,20,10,60,15,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Confections,"Desserts, candies, and sweet breads",""
1996-08-27,1996-09-24,1996-09-03,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,10.4,10,0,Speedy Express,(503) 555-9831,Original Frankfurter grüne Soße,12 boxes,13,32,0,15,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-27,1996-09-24,1996-09-04,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,4.8,20,0.1,United Package,(503) 555-3199,Konbu,2 kg box,6,24,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Seafood,Seaweed and fish,""
1996-08-27,1996-09-24,1996-09-04,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,15.5,24,0.1,United Package,(503) 555-3199,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-08-27,1996-09-24,1996-09-04,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,42.4,2,0.1,United Package,(503) 555-3199,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
1996-08-28,1996-09-25,1996-09-02,1.35,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,64.8,20,0,United Package,(503) 555-3199,Sir Rodney's Marmalade,30 gift boxes,81,40,0,0,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-08-29,1996-09-26,1996-09-11,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,50,12,0,Federal Shipping,(503) 555-9931,Carnarvon Tigers,16 kg pkg.,62.5,42,0,0,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Seafood,Seaweed and fish,""
